customerid,creditscore,balance,numofproducts,hascrcard,isactivemember
15691647,411,0.0,2,1,1
15668270,587,125584.17,2,1,1
15624820,683,50911.21,3,0,0
15736254,654,91955.61,1,1,0
15720814,670,84266.44,2,0,0
15642997,655,147149.59,1,1,1
15693200,752,0.0,2,1,0
15624596,534,104822.45,1,0,1
15807167,635,146766.72,2,0,1
15660301,491,148745.92,2,1,1
15593094,516,0.0,1,1,0
15618239,530,0.0,1,1,0
15574137,687,0.0,2,1,1
15614740,684,135203.81,2,1,1
15574071,706,93301.97,2,0,1
15671148,490,96341.0,2,0,0
15721921,796,165326.2,1,1,1
15717995,849,0.0,2,0,1
15632050,779,99786.2,1,1,0
15647111,794,114440.24,1,1,1
15759991,748,141573.55,1,1,0
15790204,663,0.0,1,1,0
15686780,645,133676.65,1,0,1
15640491,464,147493.7,2,1,0
15783225,737,0.0,1,1,0
15734438,590,0.0,2,1,0
15688760,522,95022.57,1,1,1
15768124,648,0.0,1,1,0
15661330,754,0.0,1,1,1
15781272,669,149713.61,3,1,1
15573888,648,107963.38,1,0,0
15575858,763,0.0,2,1,0
15645937,790,0.0,1,1,0
15702337,581,0.0,2,1,1
15764537,703,0.0,2,1,0
15619616,571,102017.25,2,0,0
15585133,657,0.0,2,0,0
15573971,737,0.0,2,0,0
15579433,793,96674.55,2,0,0
15777045,783,81811.71,1,1,0
15611580,751,79281.61,1,1,0
15614778,579,0.0,2,1,0
15771750,655,122314.39,1,1,0
15593280,614,140733.74,1,1,1
15569274,678,116933.11,1,1,0
15654408,562,165445.04,2,1,0
15657468,711,123805.03,1,1,0
15614213,620,107548.94,1,1,0
15589869,437,111634.29,2,0,1
15693205,691,109153.96,3,1,1
15797113,552,0.0,2,1,0
15676958,765,86055.17,2,1,1
15739592,707,98438.23,1,0,0
15656263,764,0.0,2,1,0
15636872,585,144705.87,2,0,0
15589435,784,0.0,2,1,1
15640464,605,91612.91,1,1,1
15723851,699,0.0,1,1,0
15722122,544,0.0,1,0,1
15696852,803,192122.84,1,1,1
15634936,735,179904.0,1,1,1
15575935,673,178058.06,2,0,1
15634491,652,176166.56,2,1,1
15628530,694,156864.2,2,0,0
15678720,741,0.0,2,1,1
15627999,590,0.0,2,1,0
15571244,809,0.0,2,0,1
15739931,523,161588.89,1,1,1
15806256,540,109349.29,1,1,0
15787258,596,0.0,2,1,0
15706463,597,0.0,2,1,1
15691004,407,0.0,1,1,1
15792228,748,152335.7,1,1,0
15733447,562,124662.54,1,1,1
15679062,734,91522.04,2,1,1
15594409,710,0.0,2,1,1
15613816,539,62052.28,1,0,1
15681991,542,107871.72,1,1,0
15796074,717,99472.76,2,1,0
15625941,682,128039.01,1,1,1
15615016,515,0.0,2,1,1
15748414,526,114634.63,2,1,0
15751203,702,56738.47,2,1,1
15662658,651,90355.12,2,0,0
15574868,792,115725.24,2,0,0
15790282,817,114327.59,2,1,1
15762927,674,100762.64,1,1,0
15803456,641,0.0,1,0,0
15771857,513,89039.9,2,1,1
15700601,561,78829.53,1,1,1
15569670,627,112372.96,1,1,1
15772341,682,122029.15,1,1,1
15661548,683,157829.12,1,0,0
15787597,420,108377.75,2,1,1
15806913,670,95507.12,1,1,1
15804862,505,127146.68,1,0,0
15792986,580,133811.78,1,1,0
15625632,577,121092.47,2,0,1
15727703,773,126979.75,1,0,0
15606273,616,144235.73,2,0,0
15799652,763,152582.2,2,0,0
15715047,640,172478.15,1,1,0
15784687,592,126477.42,1,0,0
15615322,528,97473.87,2,1,1
15722072,630,138053.67,1,0,1
15646784,529,164003.05,2,1,1
15644692,546,0.0,1,1,1
15670354,753,0.0,2,1,1
15716357,772,122486.11,2,1,1
15786717,567,0.0,2,0,0
15771383,628,53667.44,1,1,0
15649793,658,0.0,2,0,0
15731543,679,109327.65,1,1,1
15684516,629,121151.05,1,0,0
15677249,731,101043.63,1,1,1
15581525,775,83501.66,2,1,0
15628420,660,80462.24,1,0,0
15600478,752,0.0,1,1,0
15594502,655,109093.41,2,1,0
15784361,543,140355.6,1,1,1
15767626,811,0.0,2,1,1
15632521,689,130170.82,2,1,0
15665088,531,0.0,2,0,1
15652084,515,109542.29,1,1,1
15574761,466,33563.95,2,1,0
15729515,782,148795.17,2,1,1
15682070,611,0.0,2,1,1
15743817,621,174126.75,3,1,0
15572158,604,0.0,1,0,0
15584477,655,106405.03,1,1,1
15614893,689,0.0,1,1,1
15665963,681,128393.29,1,1,1
15612524,643,127841.52,1,1,0
15596962,617,137295.19,2,1,1
15744942,638,155828.22,1,0,1
15573278,743,0.0,2,1,0
15717056,828,144351.86,1,1,0
15795881,776,106365.29,1,1,1
15758939,540,127801.88,1,0,1
15792250,616,122793.96,1,1,1
15740406,628,113525.84,1,1,0
15768137,667,136100.69,2,0,0
15569120,615,0.0,2,1,1
15723721,543,140916.81,1,1,0
15777122,553,0.0,2,1,1
15742681,554,121365.39,1,1,1
15582090,684,0.0,1,1,0
15711254,452,0.0,2,1,0
15775067,606,93578.68,2,0,1
15602851,629,0.0,1,1,0
15802857,659,115409.6,1,0,1
15701175,493,90791.69,1,1,1
15783019,794,123681.32,3,1,0
15728912,554,92436.86,1,1,0
15585580,796,167194.36,1,1,1
15583480,807,0.0,2,0,1
15620341,500,160838.13,2,1,0
15613886,722,0.0,1,1,0
15792916,559,144470.77,1,1,1
15710408,584,0.0,2,1,1
15598695,834,130169.27,2,0,1
15649354,754,0.0,2,1,1
15737556,590,81076.8,2,1,1
15671610,740,0.0,1,1,1
15625092,502,101465.31,1,1,0
15741032,733,0.0,1,0,1
15750014,755,113865.23,2,1,1
15784761,554,87603.35,3,0,1
15768359,534,120037.96,1,1,0
15805769,656,0.0,2,1,0
15719508,575,121205.15,4,1,1
15609011,480,75408.33,1,1,0
15703106,575,0.0,2,1,1
15626795,672,0.0,1,1,0
15773731,758,0.0,2,0,0
15756196,682,121818.84,2,0,1
15687903,501,0.0,2,1,0
15777599,746,141806.0,2,1,1
15754577,556,61354.14,1,1,0
15584113,823,124954.94,1,0,1
15669589,491,95039.12,1,0,1
15632793,638,103417.74,1,1,1
15711130,734,0.0,2,1,0
15615254,555,43028.77,1,1,0
15720583,745,119638.21,1,1,1
15780432,728,122689.51,2,0,0
15673223,626,0.0,2,0,0
15807989,681,73179.34,2,1,1
15761168,478,171913.87,1,1,0
15651272,709,0.0,2,1,1
15812832,562,92659.2,2,1,0
15680517,769,137239.17,1,1,1
15750569,684,102955.14,2,1,0
15690743,536,65190.29,1,1,1
15627741,631,96863.52,2,1,1
15712121,657,154983.98,1,1,0
15805429,699,106819.65,1,0,1
15814923,606,128578.52,1,1,1
15589230,612,126473.33,1,0,1
15775490,660,110570.78,2,1,0
15749727,829,0.0,2,0,1
15619238,567,0.0,2,1,0
15593468,850,0.0,2,1,1
15718454,712,0.0,2,0,0
15789498,562,111099.79,2,0,0
15744691,755,0.0,3,1,0
15708289,793,100913.57,1,0,0
15790412,471,0.0,2,1,1
15741416,707,16893.59,1,1,1
15598894,784,122267.85,1,0,0
15663294,703,125685.79,1,1,1
15572728,704,127397.34,1,1,0
15706729,662,105271.56,1,0,1
15674433,636,115265.14,1,0,0
15641170,640,0.0,1,0,0
15806284,739,0.0,2,1,1
15690958,767,139542.82,1,0,1
15606386,753,111512.75,3,1,0
15682322,714,148466.93,2,0,1
15579915,707,0.0,2,1,0
15681928,577,108155.49,1,1,0
15734005,633,0.0,2,1,0
15650432,849,84622.13,1,1,1
15592578,614,146997.64,2,0,0
15671243,558,0.0,2,1,0
15775709,832,98590.25,1,1,0
15702631,567,0.0,2,1,1
15602282,587,134980.74,1,1,1
15717879,712,108078.56,1,1,1
15740878,655,0.0,2,0,1
15794468,641,0.0,2,0,0
15773277,676,106836.67,2,1,0
15572657,472,102490.27,1,0,1
15800295,644,112746.54,2,0,0
15672397,598,125487.89,1,0,0
15684921,792,142862.21,1,1,1
15720676,700,0.0,2,1,0
15731829,616,0.0,2,1,0
15732672,743,79388.33,1,1,1
15692406,427,0.0,2,1,1
15764405,731,0.0,2,1,1
15757537,610,107784.65,1,1,1
15793307,724,142880.28,3,0,0
15660679,653,149571.94,1,1,0
15666856,774,142767.39,1,1,1
15687372,547,121537.71,2,1,0
15667289,719,0.0,2,0,0
15624641,740,0.0,1,1,0
15734610,543,89838.71,3,1,0
15631882,688,103399.87,1,0,0
15642709,474,0.0,2,0,0
15811026,505,136855.94,2,1,0
15596303,688,0.0,2,1,0
15787255,650,140891.46,3,1,1
15617166,610,0.0,1,1,0
15742442,705,89364.91,1,0,1
15758692,669,146011.4,1,0,0
15568238,650,0.0,2,1,1
15730353,550,145294.08,2,1,0
15731555,595,106000.12,1,0,0
15582404,572,0.0,2,1,0
15721462,622,0.0,2,1,1
15632899,662,104508.77,2,0,0
15808526,783,127539.3,1,1,1
15694349,714,0.0,1,0,1
15718465,671,96891.46,1,1,0
15682995,600,78535.25,1,1,0
15584776,847,112712.17,1,1,0
15777772,650,119618.42,1,1,1
15576156,710,0.0,1,1,0
15646756,682,74963.5,1,1,1
15742886,642,138023.79,2,0,1
15586135,536,0.0,1,1,1
15616152,754,185513.67,1,1,0
15721460,678,185648.56,1,0,0
15727317,533,102286.6,3,1,0
15649536,741,128015.83,1,1,0
15754929,757,39539.39,2,0,0
15572051,721,0.0,1,1,1
15668142,700,77608.46,2,1,1
15701176,663,141462.13,1,1,0
15708422,677,0.0,2,0,0
15655632,655,131691.33,1,1,0
15744606,832,93833.86,1,0,1
15612140,721,137933.39,1,1,1
15656086,542,105770.14,1,0,1
15655298,654,0.0,2,0,1
15644796,821,0.0,2,0,1
15726250,508,166328.65,2,0,1
15764432,588,164307.77,1,1,0
15631721,691,163965.69,2,0,1
15707479,664,125608.72,1,1,0
15579826,439,0.0,1,1,0
15668104,479,118433.94,1,0,1
15641604,850,98488.08,1,1,0
15587240,518,0.0,2,0,1
15680767,717,98362.35,2,1,1
15601594,698,144237.91,4,1,0
15589969,850,0.0,1,0,1
15703728,700,0.0,1,1,0
15617790,626,105767.28,2,0,0
15662500,774,0.0,2,1,0
15778526,719,0.0,2,0,0
15670584,646,0.0,1,1,1
15748069,485,134467.26,1,1,1
15680597,784,138515.02,1,1,1
15628992,850,128647.98,2,0,0
15719624,669,121858.98,1,1,0
15812767,731,0.0,2,1,1
15689201,721,120108.56,1,0,1
15614716,515,196853.62,1,1,1
15683618,774,121418.62,1,1,1
15799631,585,0.0,2,1,1
15692259,695,0.0,2,1,0
15590966,729,97495.8,2,0,0
15656426,713,0.0,2,0,0
15675256,555,127343.4,1,0,1
15751185,699,158633.61,1,1,0
15789582,587,0.0,1,1,0
15651103,762,183744.98,1,1,1
15672299,510,0.0,2,1,1
15772250,842,0.0,1,0,0
15763922,608,79962.92,2,1,0
15633870,850,0.0,2,1,1
15624323,642,0.0,2,1,1
15688612,850,140956.99,1,0,0
15694644,455,0.0,1,1,1
15587174,726,0.0,2,1,1
15579559,544,145241.63,1,1,1
15775430,651,138008.06,2,1,0
15623695,814,0.0,2,1,1
15760849,537,0.0,2,1,1
15813095,553,0.0,2,1,0
15705281,800,0.0,1,1,0
15812594,791,0.0,2,1,0
15626322,699,127570.93,2,1,0
15723105,756,0.0,1,1,1
15588449,591,107812.67,1,0,1
15794849,850,91560.58,2,0,0
15620000,760,121303.77,2,1,1
15799720,569,161546.68,2,0,1
15711287,661,128415.45,1,1,0
15613102,670,57530.06,1,1,1
15621440,694,0.0,2,0,1
15677146,728,142243.54,2,1,0
15801169,764,138341.51,1,1,0
15722425,639,0.0,2,1,0
15682421,683,0.0,2,0,1
15691910,663,0.0,3,1,0
15721779,826,146466.46,2,0,0
15579548,735,0.0,2,1,0
15681075,682,0.0,1,1,1
15607884,663,0.0,2,1,1
15767757,562,120307.58,1,1,1
15791550,696,87637.26,2,0,0
15658589,850,94652.04,1,1,1
15670822,719,114415.84,1,1,1
15629744,804,0.0,2,0,1
15660768,604,84315.02,1,0,0
15726310,782,0.0,2,1,0
15641298,512,93955.83,2,1,0
15625675,569,67087.69,1,1,0
15713354,597,101528.61,1,1,0
15633866,753,110824.52,1,1,1
15704231,430,0.0,1,1,1
15735400,756,179960.2,1,1,0
15632826,493,134006.77,1,1,0
15751022,777,121532.17,2,1,1
15664737,779,0.0,2,1,1
15681126,702,0.0,1,1,1
15738954,551,129717.3,2,0,0
15662263,749,94762.16,2,1,1
15621611,742,155196.17,1,0,1
15783752,752,129514.99,1,1,1
15709474,740,113386.36,2,1,1
15701280,576,0.0,1,0,1
15671104,637,172196.23,1,1,1
15796434,724,97612.12,1,1,1
15781505,685,104719.94,2,1,0
15625819,625,0.0,1,1,0
15753174,571,139592.98,3,1,0
15654067,584,0.0,2,1,0
15724719,550,139096.85,1,1,0
15624695,662,140301.72,1,0,1
15718216,803,0.0,1,1,0
15586300,615,0.0,2,1,1
15783349,481,111233.09,1,1,1
15725767,701,0.0,2,1,0
15791925,751,147737.63,1,0,1
15793585,675,0.0,2,1,1
15576641,733,125725.02,2,1,1
15749519,822,128289.7,3,1,0
15684960,559,0.0,1,1,0
15591286,731,88826.07,1,1,1
15668323,678,143443.61,1,1,0
15608528,645,0.0,4,1,1
15645184,701,0.0,2,1,0
15702566,554,149134.46,1,1,1
15660840,723,124119.54,1,1,0
15750811,766,116822.7,1,0,0
15733842,597,103219.47,1,1,0
15581526,574,0.0,2,0,0
15662751,655,81954.6,1,1,1
15684319,780,95196.26,1,1,0
15702190,672,0.0,2,1,1
15588517,717,0.0,2,1,1
15801863,521,136555.01,2,1,1
15584271,633,0.0,1,1,1
15700366,669,119452.03,1,1,1
15804038,740,0.0,1,0,1
15720820,462,69881.09,2,0,1
15743759,619,0.0,2,1,1
15749947,665,0.0,2,1,1
15670496,655,0.0,2,0,0
15746664,463,204223.03,1,1,0
15745533,799,110314.21,2,1,0
15761497,713,163760.82,1,0,0
15628600,807,141069.18,3,1,1
15627002,728,115934.74,1,1,1
15614635,582,151457.88,1,0,1
15731281,704,154206.07,2,1,1
15814022,714,89928.99,1,1,0
15659194,628,89182.09,1,1,1
15745030,809,79706.25,2,1,0
15691817,547,0.0,3,0,0
15707488,560,0.0,2,1,0
15784700,811,117799.28,1,1,1
15710397,584,0.0,2,1,0
15687648,691,0.0,2,0,0
15732281,680,146422.22,1,1,0
15607230,588,150186.22,2,1,1
15567630,721,100275.88,1,1,0
15587507,850,0.0,1,1,0
15733904,529,147493.89,1,1,0
15709511,622,0.0,2,1,0
15579616,683,0.0,2,0,1
15694852,575,121823.4,2,1,1
15589924,577,0.0,2,1,1
15799300,510,113688.63,1,1,0
15731330,652,100471.34,1,1,1
15694129,569,100032.52,1,1,0
15620372,687,0.0,2,0,0
15744622,822,116358.0,1,1,0
15799815,656,163549.63,1,0,1
15759250,745,99183.9,1,1,1
15732643,386,131955.07,1,1,1
15690540,684,134177.06,1,0,0
15803078,635,0.0,2,1,0
15652180,582,0.0,2,1,1
15741195,613,0.0,1,1,1
15743490,795,94348.94,1,1,0
15575510,659,155584.21,1,0,1
15732610,745,0.0,2,1,0
15602909,604,0.0,2,1,1
15734058,509,170661.47,1,1,1
15801788,706,185544.36,1,1,0
15702462,619,52831.13,1,1,1
15683416,572,97750.07,3,1,1
15794187,695,114007.5,2,1,0
15792989,543,104308.77,1,1,1
15613734,640,84719.13,2,1,1
15606177,672,0.0,2,1,0
15636700,701,140236.98,1,0,1
15645766,634,0.0,2,1,1
15671345,531,75302.85,2,0,0
15652469,699,0.0,2,1,0
15749638,605,104760.82,1,1,1
15728706,534,0.0,1,1,0
15735439,449,113693.0,1,0,0
15778696,684,174180.39,1,1,0
15624744,622,115766.26,1,0,0
15584338,714,0.0,2,1,0
15726178,712,0.0,2,1,0
15794939,783,121215.9,2,1,1
15788068,743,144677.19,3,1,0
15572956,683,115350.63,1,1,1
15780386,654,105683.63,1,1,0
15791114,700,135179.49,1,1,0
15708046,744,117551.23,1,1,0
15719779,645,157404.02,2,1,0
15591550,525,77910.23,1,1,0
15639368,732,110942.9,1,0,0
15699830,721,0.0,2,1,1
15569264,622,179305.09,1,1,1
15595158,654,150593.59,2,1,1
15599126,529,123815.86,1,1,1
15650575,720,0.0,2,1,1
15641490,850,69385.17,2,1,0
15680234,667,138032.15,1,1,0
15592230,620,0.0,2,1,1
15626212,616,0.0,1,1,1
15700627,637,143500.82,1,1,0
15782641,710,119670.18,1,1,0
15784445,717,99106.73,1,0,0
15813681,786,120135.55,2,1,1
15596649,651,0.0,1,1,0
15700460,530,120905.03,1,0,1
15724076,815,0.0,3,0,0
15784000,715,102277.52,1,0,0
15733966,496,125292.53,1,1,1
15612667,680,0.0,1,1,0
15654025,646,101629.3,1,0,0
15589431,807,171937.27,1,1,1
15578238,727,0.0,2,1,0
15566269,787,0.0,2,1,0
15639217,806,0.0,2,0,0
15688644,603,129743.75,1,1,0
15662426,649,0.0,1,0,1
15720511,547,151191.31,1,1,0
15567246,684,102630.13,2,1,1
15647965,477,114023.64,2,1,1
15679048,558,124227.14,1,1,1
15675749,695,0.0,2,1,1
15782181,592,80285.16,1,1,0
15795738,789,175477.15,1,1,1
15773751,597,132144.35,1,1,0
15655436,839,136911.07,1,1,1
15691396,405,133299.67,2,1,1
15796958,658,0.0,2,1,0
15801832,684,117691.0,1,1,1
15661349,633,0.0,2,1,0
15719265,589,0.0,2,1,0
15779985,750,133199.71,2,1,1
15663410,771,135506.58,3,1,1
15704144,812,127154.14,2,0,1
15774104,539,0.0,2,1,1
15812230,670,49508.79,3,1,1
15742848,673,0.0,1,1,1
15745326,538,75051.49,1,0,0
15674541,575,123925.23,1,0,0
15728564,682,0.0,2,0,1
15580701,712,153819.58,1,1,0
15688973,598,0.0,2,1,1
15709412,776,0.0,2,0,1
15607753,606,70417.79,1,0,1
15705352,686,111484.88,1,1,1
15602500,850,146343.98,1,0,1
15672437,642,160541.0,2,1,1
15720968,606,130274.26,2,1,0
15730796,627,98993.02,1,1,1
15768219,850,0.0,2,1,0
15663883,850,141827.33,2,1,1
15589296,724,110054.45,1,1,1
15586425,579,0.0,2,1,1
15679813,727,0.0,1,1,0
15681410,813,98088.09,1,0,1
15668283,642,118317.27,4,0,0
15624072,669,0.0,2,1,0
15669664,574,99774.5,1,0,0
15682728,774,0.0,2,0,0
15573851,735,0.0,3,0,0
15733661,639,133806.54,2,1,0
15710012,738,0.0,2,1,0
15763327,835,124993.29,2,1,1
15668853,637,157622.58,1,1,1
15639303,589,126111.61,1,0,1
15691011,591,161651.37,2,1,1
15638513,723,142856.95,2,0,0
15648933,831,111100.98,1,1,1
15628904,733,102918.38,1,1,1
15644788,731,0.0,2,1,0
15598161,654,0.0,2,1,0
15745624,828,0.0,2,1,0
15733169,590,125265.61,1,1,1
15801417,657,82500.28,1,1,1
15592707,531,175754.87,2,1,1
15593954,516,109387.33,1,0,0
15714431,561,100443.36,2,0,1
15638257,682,83102.72,2,1,1
15690939,575,0.0,1,1,1
15723613,623,0.0,2,1,0
15813640,642,0.0,2,1,0
15707322,779,115290.27,1,0,0
15588918,671,0.0,2,1,0
15600357,495,140197.71,2,1,0
15747014,850,105245.34,1,0,1
15809830,630,0.0,2,0,1
15662245,588,0.0,2,1,1
15651075,562,142296.13,1,0,1
15594456,740,99097.33,1,1,1
15583462,695,171069.39,2,1,1
15757661,589,0.0,2,0,0
15729117,607,102523.88,1,1,1
15749671,794,0.0,2,1,1
15566253,580,143391.07,1,0,0
15595153,644,106022.73,2,0,0
15698572,636,0.0,1,1,0
15674149,599,128960.21,2,1,1
15623082,507,0.0,2,1,0
15797905,682,0.0,2,1,0
15746028,714,0.0,2,1,0
15582951,696,126442.59,1,1,0
15616471,599,0.0,1,1,1
15641575,577,127261.35,1,1,0
15638803,733,0.0,2,1,0
15808283,647,0.0,1,1,0
15811200,831,0.0,2,0,0
15733476,543,73481.05,1,1,1
15633274,679,160515.37,1,1,0
15582168,713,149525.34,2,1,0
15807269,690,166522.78,1,0,0
15602979,751,135536.5,1,1,0
15660417,613,120481.69,1,0,0
15590199,701,103421.32,1,0,1
15641794,698,135658.73,2,0,1
15779174,451,0.0,2,1,1
15785547,665,191402.82,2,1,0
15795124,726,94504.35,1,0,1
15718912,608,126147.84,1,0,1
15592028,549,0.0,1,1,1
15580227,803,0.0,2,1,0
15657830,663,87624.03,2,1,0
15798256,558,153697.53,2,0,0
15643819,714,0.0,2,0,0
15754301,704,0.0,1,1,0
15726855,805,116585.97,1,1,0
15755225,659,134464.58,2,1,0
15725221,738,83008.31,1,1,1
15789055,635,113635.16,1,1,0
15617507,530,0.0,2,1,0
15668894,661,122552.48,2,0,1
15589563,531,118899.45,2,0,0
15693162,694,99713.87,1,0,0
15750099,731,0.0,1,0,0
15795540,556,134208.22,1,0,1
15794941,647,85906.65,3,1,0
15611848,850,137714.25,1,0,1
15581237,573,160777.9,1,1,1
15738150,591,0.0,2,1,1
15678571,723,0.0,2,0,0
15736124,617,102585.88,2,1,1
15623202,704,102556.18,2,1,0
15804201,457,126772.57,1,0,1
15596863,787,158373.23,1,1,1
15696277,651,0.0,2,1,0
15748608,612,141927.1,1,1,1
15723864,828,109876.82,2,1,0
15802390,724,0.0,2,1,1
15774336,648,111369.79,2,1,1
15648766,569,116969.35,1,0,0
15659094,765,136729.51,2,0,0
15606397,577,152086.15,1,0,1
15642619,603,0.0,2,1,0
15666032,568,127289.28,1,0,0
15595842,748,119852.01,1,0,0
15753837,573,0.0,2,1,1
15783882,771,0.0,2,0,1
15799790,763,0.0,1,1,1
15628155,410,117183.74,1,1,1
15703778,728,129907.63,1,0,1
15722322,655,0.0,2,0,1
15639278,580,145387.32,2,1,1
15568487,712,124616.23,1,1,1
15682084,680,0.0,2,1,0
15642821,383,95808.19,1,0,0
15601387,721,0.0,2,1,0
15642515,620,0.0,2,0,1
15710421,774,117152.3,1,0,0
15726774,563,106250.72,1,0,0
15649078,850,111837.78,2,1,1
15641877,681,97023.21,1,1,1
15796496,631,137687.72,1,1,0
15815690,614,113348.5,1,1,1
15631739,704,122109.78,1,1,1
15625584,786,120452.4,2,0,0
15802466,534,0.0,2,1,1
15697028,590,65812.35,2,0,1
15575759,583,54428.37,1,1,0
15567442,656,0.0,2,1,1
15746805,597,0.0,2,1,0
15636330,588,143279.58,2,1,0
15714970,667,103846.65,1,1,0
15653784,627,125190.86,1,0,1
15693543,708,0.0,2,0,1
15773283,641,38340.02,1,1,0
15742534,527,123802.98,2,1,1
15569878,592,96651.03,1,1,1
15729454,465,0.0,2,1,0
15578375,628,0.0,2,0,0
15785559,678,133237.21,1,1,0
15649414,570,142105.35,1,1,1
15701605,815,166115.42,1,1,0
15686696,817,81070.34,2,1,0
15625586,717,0.0,1,1,1
15654975,641,123835.52,2,0,1
15782993,624,123401.43,2,1,1
15774382,579,169377.31,1,1,1
15689602,698,130015.24,1,1,1
15756155,645,0.0,2,0,1
15812647,691,133936.04,2,1,0
15736043,638,114543.27,1,1,1
15696744,705,119794.67,1,0,0
15602572,720,0.0,2,1,1
15674765,553,0.0,1,1,0
15678725,658,0.0,2,0,1
15694444,648,157138.99,3,1,0
15795878,636,0.0,2,1,1
15735346,527,136733.24,1,1,1
15687094,717,82498.14,2,0,0
15790067,614,151914.93,1,0,0
15605742,737,80090.93,1,1,0
15566740,587,83739.32,1,0,1
15664897,682,181166.44,1,1,1
15585777,710,130588.82,1,1,1
15650864,507,0.0,2,1,0
15806709,609,94126.67,1,0,0
15633818,786,0.0,2,1,0
15713845,688,148045.68,1,1,0
15639662,710,0.0,2,1,0
15567013,779,0.0,2,1,0
15777784,733,168165.84,1,0,1
15800251,583,72835.56,2,1,0
15651315,627,0.0,2,1,0
15651450,666,123212.08,2,1,1
15784218,620,0.0,2,1,1
15572398,614,0.0,2,1,1
15707962,606,119501.88,2,1,0
15705663,700,144550.83,2,1,1
15645355,677,126729.41,1,1,1
15729557,850,119984.07,1,1,0
15631436,564,0.0,1,1,0
15583073,771,0.0,1,1,1
15614361,620,121490.05,1,1,1
15724684,610,91897.8,1,1,0
15700083,609,139443.75,2,1,0
15636541,683,144961.97,1,0,1
15796015,633,126041.02,1,0,1
15787222,676,69459.05,2,1,1
15594270,693,198338.77,2,1,1
15701524,709,0.0,2,1,0
15645847,569,109196.66,3,1,0
15708867,684,134168.5,3,1,0
15613140,565,0.0,1,1,1
15628893,681,0.0,1,1,0
15764073,503,0.0,2,1,1
15782879,656,0.0,2,1,1
15635964,566,120100.41,1,1,0
15726087,592,0.0,1,1,1
15726313,687,0.0,2,1,0
15578073,686,0.0,2,0,0
15786249,616,0.0,2,1,0
15812850,494,0.0,2,1,1
15596972,534,0.0,1,0,0
15620579,695,0.0,2,0,1
15768270,579,0.0,2,1,0
15656597,432,135559.8,2,1,1
15699446,816,150355.35,2,1,1
15615004,730,0.0,2,1,1
15704771,593,133489.12,2,1,1
15588372,715,105489.31,1,0,0
15681439,775,60205.2,2,1,0
15607509,539,0.0,2,1,0
15670343,576,0.0,2,0,0
15597968,617,0.0,1,1,0
15658432,688,0.0,1,1,1
15616431,608,0.0,1,0,1
15796957,597,0.0,3,0,1
15815552,670,112333.63,1,1,1
15631871,616,116936.81,1,1,1
15635870,579,117721.02,1,0,1
15596713,786,165896.22,2,1,1
15684211,704,153656.85,1,1,0
15760521,796,94164.0,1,1,1
15608408,598,0.0,2,1,0
15804721,602,191808.73,1,0,0
15730272,619,152199.33,1,1,1
15741988,492,125396.24,1,1,0
15771728,641,104405.54,3,1,0
15605113,518,133801.49,1,1,1
15661945,623,0.0,3,1,0
15783816,733,0.0,2,0,0
15721207,625,100047.33,1,1,0
15764072,759,109848.6,1,1,1
15689412,604,127849.38,1,1,0
15798385,512,0.0,2,1,1
15775339,520,95947.76,1,1,0
15585256,805,0.0,2,1,1
15797329,626,137638.69,1,1,0
15780220,656,0.0,1,1,1
15648951,785,0.0,2,1,1
15752409,553,0.0,2,0,0
15807524,569,0.0,2,0,0
15766649,670,89416.99,1,0,0
15696812,586,0.0,2,1,1
15581295,617,0.0,1,1,0
15663234,508,143262.04,1,1,1
15741417,624,119656.45,2,1,1
15695174,654,132954.64,1,1,1
15665168,681,105206.7,2,1,1
15601503,578,0.0,2,0,0
15706131,621,83061.26,2,1,0
15782758,632,147650.68,1,1,1
15591091,644,73348.56,1,1,0
15715877,821,0.0,2,1,0
15756918,754,0.0,2,0,0
15746662,568,116320.68,1,0,1
15626679,584,0.0,2,0,1
15793343,549,0.0,2,1,1
15576774,729,0.0,2,0,0
15801316,523,66250.71,1,1,1
15800514,477,95675.62,2,0,0
15662232,675,92616.64,2,1,0
15737778,782,0.0,1,1,0
15782096,616,0.0,1,1,1
15783522,738,100565.94,1,1,1
15785373,717,190305.78,1,1,0
15756272,526,118536.4,1,1,0
15615245,660,127649.64,1,1,1
15600174,525,165358.77,1,0,1
15752956,629,0.0,2,1,1
15644882,616,78249.53,1,1,0
15766272,521,125193.96,1,1,1
15800620,691,0.0,2,0,0
15569764,687,154007.21,1,1,0
15747458,677,133214.88,2,1,1
15573171,695,146202.93,1,1,1
15736769,663,0.0,2,1,0
15763381,496,90963.49,1,0,1
15814430,747,0.0,1,1,0
15638607,546,0.0,1,1,0
15737133,706,114386.85,1,1,1
15613945,472,0.0,2,1,0
15659937,703,0.0,2,0,1
15765287,850,0.0,2,1,0
15661723,667,137260.78,1,0,1
15766064,559,111060.05,2,1,0
15649616,636,124447.73,1,1,1
15719017,672,0.0,2,1,1
15720919,667,0.0,1,0,1
15706706,648,135310.41,2,0,1
15709653,497,0.0,2,1,0
15805104,743,0.0,2,0,1
15622442,619,0.0,2,1,0
15572801,639,139393.19,2,0,0
15767598,540,0.0,2,0,0
15757897,766,104258.8,1,1,1
15568104,749,0.0,2,0,1
15763414,655,113447.01,1,1,0
15732265,630,0.0,2,1,0
15621974,778,111063.73,2,1,0
